Year,Approx_date,Area,City,Author,Title,Language,Ms.,Printer,External_link,Source,Location,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Germany,Cologne,"Bronchorst, Jan van","De numeris libri duo quorum prior logisticen, et veterum numerandi consuetudinem posterior theoremata numerorum complectitur",Latin,0,Iohannes Rure Mundanus,http://daten.digitale-sammlungen.de/~db/0002/bsb00021083/images/index.html?id=00021083&seite=00001&fip=193.174.98.30&nativeno=%2F&groesser=150%25,"Smith (1908), Bayerische Staatsbibliothek, USTC",,"Roman and Greek notations, fondamental operations both with the Arabic numerals and upon the line abacus, finger notation, astrology and Boethian theory of numbers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Germany,Freiburg im Breisgau,"Glareanus, Henricus",De. Vi. Arithmeticae practicae speciebus epitome,Latin,0,Johannes Faber aus Emmich,http://daten.digitale-sammlungen.de/~db/0003/bsb00032839/images/index.html?id=00032839&groesser=150%&fip=193.174.98.30&no=&seite=1,"Smith (1908), USTC, Bayerische Staatsbibliothek","Freiburg/Breisgau (De), Universitätsbibliothek Jena (De), Universitätsbibliothek Lüneburg (De), Ratsbücherei München (De), Bayerische Staatsbibliothek Wolfenbüttel (De), Herzog August Bibliothek Zürich (Ch), Zentralbibliothek Zwickau (De), Ratschulbibliothek, Cambridge (UK), University Library 5000.e.47 München (De), Universitätsbibliothek Oxford (UK), Christ Church Library Special Collections OO.6.9 (2) Paris (Fr), Bibliothèque Mazarine 8° 30009-2, Paris (Fr), Bibliothèque Nationale RES-V-2044, St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 5.10.5.167","Greek, Roman, and Arabic notation systems. Basic operations, progressions and proportion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,England,London,Anonymous,"An introduction for to lerne to recken with the pen or with the counters accordynge to the trewe cast of algorysme, in hole nombers or in broken",English,0,Nicolas Bourman,http://eebo.chadwyck.com/search/full_rec?SOURCE=config.cfg&ACTION=ByID&ID=99855672,"Williams (2012), USTC, ESTC, Ars Mercatoria (1991), Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900","Oxford, Bodleian Library STC. 14118","The first section is dedicated to Arabic numerals ('awgrym for the pen'). Numeration, operations, progressions, fractions, operations with fractions, multiplication tables, rule of three, measures, money/currencies, companies, profit and losses, exchange, 'shepherde and pastour'. The second section is dedicated to the counter abacus. Companies again, interest, barter, misc. problems, false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Italy,Milan,Girolamo Cardano,Practica arithmeticae,Latin,0,Bernardino Calusco,Two links:    http://www.e-rara.ch/doi/10.3931/e-rara-13875     https://books.google.co.uk/books?id=vsK4DGgInskC&printsec=frontcover&dq=cardano+Practica+arithmetice+et+mensurandi+singularis&hl=it&sa=X&ved=0ahUKEwjspI_a-ZLXAhWDDxoKHR5iCswQ6AEIKjAA#v=onepage&q&f=false,"Van Egmond (1980), Ars Mercatoria (1991), USTC, Gavagna (1999)","Assisi (It), Biblioteca comunale Bologna (It), Biblioteca universitaria Brescia (It), Biblioteca civica Queriniana Brescia (It), Biblioteca Ottorino Marcolini dell'Università cattolica del Sacro Cuore Cambridge (UK), King's College Library Rare Books Keynes.Cc.02.17 Cuneo (It), Biblioteca civica Firenze (It), Biblioteca nazionale centrale London (UK), British Library 1394.a.9.(1.) London (UK), Wellcome Library EPB / A 1280/A Lucca (It), Biblioteca statale Milano (It), Biblioteca Ambrosiana Milano (It), Biblioteca nazionale Braidense Napoli (It), Biblioteca Nazionale Vittorio Emanuele III New York, NY (USA), Columbia University, Butler Library SMITH 511 1539 C17 New York, NY (USA), Columbia University, Butler Library SMITH 511 1539 C17 New York, NY (USA), Columbia University, Butler Library MONTGOM 480 C17 New York, NY (USA), Columbia University, Butler Library MONTGOM 480 C17 New York, NY (USA), Columbia University, Butler Library Call Number: PLIMPTON 511 1539 C18 Orléans (Fr), Médiathèque municipale Rés. C 2490 Oxford (UK), Bodleian Library 8° C 113 Art. Oxford (UK), St John's College Library G.scam.1.lower shelf.24 Paris (Fr), Bibliothèque de l'Arsenal 8- S- 13067 Paris (Fr), Bibliothèque inter-universitaire de Médecine 42030 Paris (Fr), Bibliothèque Mazarine 8° 30010 Paris (Fr), Bibliothèque nationale de France Tolbiac - Rez-de-jardin RES P- V- 635 Pavia (It), Biblioteca universitaria Piacenza (It), Biblioteca comunale Passerini-Landi Ravenna (It), Biblioteca comunale Classense Rieti (It), Biblioteca comunale Paroniana Rimini (It), Biblioteca civica Gambalunga Roma (It), Biblioteca Casanatense Roma (It), Biblioteca del Dipartimento di matematica Guido Castelnuovo dell'Università degli studi di Roma La Sapienza Roma (It), Biblioteca dell'Accademia dei Lincei e Corsiniana Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Roma (It), Biblioteca universitaria Alessandrina Roma (VA), Biblioteca Apostolica vaticana St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 5.9.10.116 St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 5.9.10.116 Toledo (Es), Biblioteca de Castilla-La Mancha 3540 Torino (It), Biblioteca nazionale universitaria Versailles (Fr), Bibliothèque municipale F A in 8 A 57 k; Fermo, Rome Nazionale, London Royal Academy, London University College, Munich, NUC, CU, MH, MiU, OkU, NNC, NNNAM, PPT, PPULC, STC","The first chapters are mainly theoretical, the last ones deal with traditional abacus problems. Numeration, operations (seven operations), fractions, roots, algebra, astronomy and astrology, calendar (easter and feasts), properties of numbers, numerology, al-Kindi and Ptolomeus, 'quantitates surdas', critical references to Pacioli, exchange, interest rates, measurement, weights and measures, actualization.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Italy,Milan,Euclid (trans. Costantino Bolognese),Elements (Euclid),Italian,1,,,Van Egmond (1980),"Milan, Biblioteca Trivulziana, Ms. 187, fols 1-16",Book I and II of the Elements. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,France,Paris,"Bronchorst, Jan van","De numeris libri duo quorum prior logisticen, et veterum numerandi consuetudinem posterior theoremata numerorum complectitur",Latin,0,Chrestien Wechel,,"Smith (1908), USTC","Antwerpen (Be), Museum Plantin-Moretus Bologna (It), Biblioteca universitaria Houghton Library, Harvard University, Cambridge, MA (USA) København (Dk), Det Kongelige Bibliotek Leiden (Nl), Universiteitsbibliotheek London (UK), British Library Paris (Fr), Bibliothèque de l'Arsenal Paris (Fr), Bibliothèque Sainte Geneviève Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Wien (At), Österreichische Nationalbibliothek","Roman and Greek notations, fondamental operations both with the Arabic numerals and upon the line abacus, finger notation, astrology and Boethian theory of numbers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Germany,Strasbourg,"Wolf, Johann","Rudimenta arithmetices brevissime, et summa cum luce conscripta. Item radicum extrahendarum, et progreßionum arithmeticarum methodus, per quendam mathematices studiosum, nunc primum adiecta",Latin,0,Johann II Knobloch,,"Smith (1908), USTC, Bayerische Staatsbibliothek","Freiburg/Breisgau (De), Universitätsbibliothek Wolfenbüttel (De), Herzog August Bibliothek","A primer in arithmetics. Numeration, operations, fractions, rule of three, exchange, companies. It includes also a practical geometry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Spain,Toledo,"Gutiérrez de Gualda, Juan",Arte breve y muy provechosa de cuenta castellana y arismetica,Castilian,0,Fernando Santa Catalina,,"Bibliographia physico-mathematica hispa_nica (1999), Ars Mercatoria (1991), Ausejo, E (2015) in A Delicate Balance: Global Perspectives on Innovation and Tradition in the History of Mathematics, USTC","Madrid (Es), Biblioteca Nacional de España Salamanca (Es), Biblioteca Universitaria","This first edition has 9 chapters less than the successive ones. Numeration, operations, calculations with money, actualization, proportions, business problems, currency exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,Italy,Venice,Anonymous,Abacho novo,Italian,0,Paolo Danza,,Van Egmond (1980),[unlocated: mentioned in Riccardi 1870-76 and Elenco Cronologico delle opere di computisteria (1886)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,1,Italy,,Anonymous,[Aritmetica pratica],Italian,1,,,Van Egmond (1980),"Siena, Biblioteca Comunale degli Intronati, L. VI. 48",Misc problems. The ms. includes a De progressione arithmetica (in Latin) dated 1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Netherlands,Antwerp,"Gemma Frisius, Rainer (Regnier)",Arithmeticae practicae methodus facilis,Latin,0,Gillis Coppens van Diest ven. Gregorius de Bonte,,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek","Antwerpen (Be), Stadsbibliotheek Brugge (Be), Stadsbibliotheek Cambridge (UK), Gonville and Caius College Library K.3.32 Cambridge (UK), University Library Hanson.c.213 Gent (Be), Centrale Bibliotheek van de Universiteit Gent Illinois University Library, Urbana, IL (USA) IUA05369 Kaliningrad (Ru), Rossiyskiy gosudarstvennyy universitet imeni Immanuila Kanta Leiden (Nl), Universiteitsbibliotheek London (UK), British Library 8504.bb.50. New York, NY (USA), Hispanic Society New York, NY (USA), New York Public Library Oxford (UK), Bodleian Library Paris (Fr), Bibliothèque nationale de France Roma (VA), Biblioteca Apostolica vaticana Uppsala (Se), Universitetsbibliotek Wien (At), Stadt- und Landesbibliothek Wroc_aw (Pl), Biblioteka Uniwersytecka","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Germany,Cologne,Anonymous (various authors),Arithmetices introductio ex variis authoribus concinnata,Latin,0,Johann von Remunde,Link to 1546 edition,"Smith (1908), USTC","Darmstadt (De), Landesbibliothek Freiburg/Breisgau (De), Universitätsbibliothek","Numeration, operations, progressions, rule of three, fractions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Poland,Gdansk,"Ellenbogen, Erhard von",Rechenbuch auff Preussische müntze mas und gewichte auff der linien und federn seer bequem mit wenig worten viel begriffen zu dem gmeinen handel und scharffer rechnung verfertiget. Welscher practica inhalt mit den dreien gesanten exempeln vleissiglich beschlossen,German,0,Franciszek Rhode,,"Ars Mercatoria (1991),USTC, Bayerische Staatsbibliothek digitale","Wroclaw BU, 314410","Numeration, operations, progressions, roots, rule of three, companies, alloying, barter, Welsche practica, weights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Portugal,Lisbon,"Mendes, Ruy (Mendes, Rui)",Pratica darismetica novamente agora composta pelo licenciado Ruy Mendez na qual se decrarã por boa ordem e craro estilo as quatorze especias d'arte d'arismetica,Portuguese,0,Germão Galharde,,"Céu Silva (2008) The algebraic content of Bento Fernandes's Tratado da arte de arismetica (1555), Ars Mercatoria (1991), USTC.","Coimbra (Pt), Biblioteca Geral da Universidade de Coimbra V T 218 19 11 Lisboa (Pt), Biblioteca Nacional de Portugal RES 3278 V Lisboa (Pt), Biblioteca Nacional de Portugal F 45047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Germany,Nuremberg,"Rudolff, Christoff","Exempel-Büchlin (Exempelbuechle, rechnung belangend, von gemeinen kauffhendeln und der jugent notturfftigen gegen würfen mit Erklerung derselben)",German,0,Johann Petreius,http://digitale.bibliothek.uni-halle.de/vd16/content/pageview/3628518,"Smith (1908), Ars Mercatoria (1991), Bayerische Staatsbibliothek, USTC","Halle (De), Universitäts- und Landesbibliothek Nürnberg (De), Bibliothek des Germanisches Nationalmuseums 8o H 2657 Post. Inc.","The work is a collection of 292 problems, mainly of practical nature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Germany,Nuremberg,"Rudolff, Christoff",Künstliche rechnung mit der ziffer und mit den zal pfennigen sampt der wellischen practica und allerley vorteil auff die regel de Tri,German,0,Johann Petreius,http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10207334_00001.html,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC","Freiburg/Breisgau (De), Universitätsbibliothek T 53, W; Halle (De), Universitäts- und Landesbibliothek München (De), Bayerische Staatsbibliothek New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1540 R83 Wien (At), Österreichische Nationalbibliothek","Divided into three parts : (i) Grundbuchlein: numeration, operations, fractions, with and without Arabic numerals. (2) Regelbuchlein: rule of three (3) Practica oder Wellische Rechnung (where welsch means 'from Latin people'). (4) Exempelbuchlein: misc. problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,France,Paris,"Martínez Siliceo, Juan","Arithmetica Silicei nuper permultis mendis vindicata, & commentariorum prolixitate ",Latin,0,Joannem Roigny,,"BNF catalogue, Paris (Fr), Bibliothèque nationale de France","Paris (Fr), Bibliothèque nationale de France RES-V-2052","[from the first edition] The work is a very long and very curious arithmetic treatise which explicitely drives from Oronce Fine. The first part is theoretical. The second part shows in great details numeration and operations (both tokens and feathers) with a multiplication table attributed to Oronce Fine, progressions, roots, physical (sexagesimal) fractions, fractions, rule of three. No commercial applications. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,1,France,Paris,Anonymous,L'art et science de arismetique,French,0,Pierre Sergent,,"Smith (1939), USTC","Private collections, Paris (Fr), Bibliothèque nationale de France Rés. P V 337","Intro, numeration, operations, progressions, tables, reckoning with tokens, rule of three, companies, exchange, misc. problems ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Bohemia,Prague,"Klatovsk_ z Dalmanhorstu, Ond_ej",Kni_ka [sic] w Czieském a Niemeckem yazyku slo_ena kterakby C_ech Niemecky a Niemec C_esky _ysti psáti y m_uwiti u_yti se mie_. Ein buechlein in Behemischer und Deütscher sprach wie ein Beham Deütsch deß gleychen ein Deütches Behamisch lesen schreiben vnd reden lernen soll,Czech and German,0,Bartolom_j Netolick_,The 1641 edition is kept in Cambridge UL,"Ars Mercatoria (1991), USTC","München (De), Bayerische Staatsbibliothek 620 Res.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,Italy,Venice,Pietro Borghi,Libro de abacho (reprint of Opera de arithmetica),Italian,0,Bernardino de Bindoni,https://bibdig.museogalileo.it/Teca/Viewer?an=000000966610,"Van Egmond (1980), Ars Mercatoria (1991), USTC","Cagliari (It), Biblioteca universitaria Firenze (It), Biblioteca nazionale centrale London (UK), Wellcome Library EPB / B 986/B Milano (It), Biblioteca del Museo nazionale della scienza e della tecnologia Leonardo da Vinci Napoli (It), Biblioteca Nazionale Vittorio Emanuele III New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1540 B64 Oxford (UK), Bodleian Library Mortara adds. 68 Reggio nell'Emilia (It), Biblioteca municipale Antonio Panizzi Roma (It), Biblioteca Casanatense Venezia (It), Biblioteca nazionale Marciana, Bologna (It), Biblioteca universitaria Firenze (It), Biblioteca pedagogica nazionale London (UK), British Library 1490.de.26. Milano (It), Archivio storico civico e Biblioteca Trivulziana Milano (It), Biblioteca Ambrosiana Roma (It), Biblioteca Casanatense, NNC, Munich","Numeration, operations (multiplication, division, addition, subtration), fractions, rule of three, company problems, barter, alloying, false position, misc. problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,0,Netherlands,Deventer,Anonymous,Compendiaria supputandi ratio figuris arithmeticis,Latin?,0,Theodoricus II de Borne,,USTC,"Den Haag (Nl), Koninklijke Bibliotheek 1715 C 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,0,Germany,Leipzig,"Ries, Adam",Rechnung auff der linien und federn auff allerley handthirung gemacht. Zum andern mal ubersehen und gemehret,German,0,Valentin Schumann,,"Gebhardt (2017), Schärlig (2010), Ars Mercatoria (1991), USTC",,"Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,0,Portugal,Lisbon,"Nicolas, Gaspar",Tratado da pratica darismetyca,Portuguese,0,Luís Rodrigues,,"Céu Silva (2008) The algebraic content of Bento Fernandes's Tratado da arte de arismetica (1555), USTC. Facsimile reprint: Peixoto, J., Pegado, C. Albuquerque, L.M. (Eds.) (1963) Tratado da pratica Darismetica de Gaspar Nicolas, Fac-simil. Livraria Civilização, Porto.","Evora (Pt), Biblioteca Publica Lisboa (Po), Arquivos Nacionais (Torre do Tombo) SP3172 CasaForte","From the 1677 reprint: Part I: multiplication tables, numeration, operations, rule of three, companies, rule of four and twenty, fractions, operations with fractions, rule of three with fractions, opposites (?), progressions, barter, misc problems, roots. Part II: Geometry, alloying.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
