Year,Approx_date,Area,City,Author,Title,Language,Ms.,Printer,External_link,Source,Location,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,England,London,"Baker, Humfrey",The welspring of sciences,English,0,Henry Denham for James Rowbothum,http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&res_id=xri:eebo&rft_id=xri:eebo:citation:72798483,"Ars Mercatoria (1991), Smith (1908), Smith (1939), USTC, ProQuest",British Library,"Numeration, operations, progressions, rule of three, fractions, operations with fractions, questions of trade and merchandise, profits and losses, mensuration, conversion between measures, barter, exchange, alloying, rule of false, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,France,Paris,Anonymous,"Instruction de l'arismetique facile a apprendre a chiffrer & compter par la plume & par les Getcz, tresvtile à toutes gens",French,0,s.n.,,USTC,"St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 5 10 11 166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Bohemia,Prague,"Klatovsk_ z Dalmanhorstu, Ond_ej","Knij_ka w C_eském a N_meckém Yazyku slo_ená Ktrerakby C_ech N_mecky, a N_mec C_esky _ijsti, psáti, y mluwiti, v_iti se m_l. Ein Buechlein in Behmischer und Detscher Sprach deßgleichen ein Detscher Behemisch lesen schreiben und reden lernen sol",Czech and German,0,Jan Günther,,"Ars Mercatoria (1991), USTC","Praha Univerzita Karlova, 26. E. 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Spain,Salamanca,"Fernández Lagasa, Manuel","Libro de quentas, muy util a los mercaderes y labradores, con una tabla de monedas",Castilian,0,Matías Gast,,"Ars Mercatoria (1991), Smith (1908), USTC",No Known Surviving Copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Italy,Venice,"Mariani, Giovanni","Tariffa perpetua con le ragion fatte per scontro de qualunque mercadante si voglia, che dimostra quanto monta ogni quantita de cadauna mercantia ad ogni precio, si a peso come a numero. Bona per ogniuno, in Venetia, Dalmatia, & altri luochi nelli quali si ragiona, & si spende a moneda venetiana. Et è bona per Verona & altri luoghi dove si spende a moneda imperiale & bressana : con la reduttion de moneda venetiana in moneda imperiale",Italian,0,Francesco I Rampazetto ad instantia de l'auttore,,"Ars Mercatoria (1991), USTC","Bologna (It), Biblioteca del Dipartimento di discipline storiche, antropologiche e geografiche dell'Università di Bologna London (UK), British Library 8548.b.27. Milano (It), Civica biblioteca archeologica e numismatica New York, NY (USA), Columbia University, Butler Library PLIMPTON 389 1564 M33 New York, NY (USA), Columbia University, Butler Library DALE M Padova (It), Biblioteca del Seminario Vescovile della Facoltà Teologica del Triveneto dell'Istituto Filosofico Aloisianum Paris (Fr), Bibliothèque Mazarine 8° 55734 Reggio nell'Emilia (It), Biblioteca municipale Antonio Panizzi Trieste (It), Biblioteca civica Attilio Hortis Verona (It), Biblioteca civica",The work is entirely dedicated to arithmetic tables dealing with exchange and interest rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Italy,Venice,Girolamo Tagliente,Libro de abaco,Italian,0,Francesco de Leno,Link at 1547 edition (Milan),"Van Egmond (1980), Ars Mercatoria (1991), USTC","Avellino (It), Biblioteca provinciale Scipione e Giulio Capone, Chicago, IL (USA), Chicago University Library QA33.T17 Lucca (It), Biblioteca statale New York, NY (USA), Columbia University, Butler Library PLIMPTON 945 1568 Sa5 North Carolina University Library, Chapel Hill, NC (USA) QA33 .T3 1564 Roma (It), Biblioteca dell'Accademia dei Lincei e Corsiniana, London ICAEW E 3242, NNC, NUC, ICU, ICJ, STC","Numeration, operations (multiplication ‘per cholonella’, ‘per schachiero’; division ‘per colonna’, ‘per galia’; sum in the £/s/d system, subtraction), rule of three and business applications (equivalences, exchange, alloying, partnerships, barter, interest rates, misc problems) [each problem has a graphic illustration of the mathematical process, but it also has a step-by-step commentary], tariff, recommendations on merchandise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Germany,Wittenberg,"Lossius, Lucas","Arithmetices erotemata puerilia. In quibus sex species huius utilissimae artis, et regula, quam vocant detri, breviter et perspicuè traduntur",Latin,0,Georg Rhau,,"Smith (1908), USTC, Bayerische Staatsbibliothek","Berlin (De), Staatsbibliothek Preußischer Kulturbesitz Jena (De), Universitätsbibliothek","Numeration, operations, progressions, rule of three.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Spain,Zaragoza,"Icíar, Juan de / Gutiérrez de Gualda",Libro subtilissimo por el qual se enseña a escrevir y contar perfectamente,Castilian,0,viuda de Bartolomé de Nájera a costa de Miguel de Suelves,,"Ausejo, E (2015) in A Delicate Balance: Global Perspectives on Innovation and Tradition in the History of Mathematics, USTC","Amsterdam (Nl), Universiteitsbibliotheek Universiteit van Amsterdam HB-Hss-Zaal: IN BEWERKING Berkeley, CA (USA), Berkeley University Library Z43.A3 I3 1564 Brescia (It), Biblioteca Fondazione Ugo da Como. Lonato (Brescia) [A] (4) B-F(8) Lisboa (Pt), Biblioteca Nacional de Portugal RES 3951 11 P Lisboa (Pt), Biblioteca Nacional de Portugal F 44985 Madrid (Es), Biblioteca Nacional de España Madrid (Es), Biblioteca Nacional de España R-8599 Madrid (Es), Biblioteca Nacional de España R-5356(1) Montpellier (Fr), Médiathèque centrale d'agglomération Emile Zola V9723 Fonds Vallat Montpellier (Fr), Médiathèque centrale d'agglomération Emile Zola V9723 Fonds Vallat Private collections Santiago (Cl), Biblioteca Nacional de Chile OCLC: 55267470 Wien (At), Österreichische Nationalbibliothek 74.G.100 PS","Numeration, operations, calculations with money, actualization, proportions, business problems, currency exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,Spain,Zaragoza,"Gutiérrez de Gualda, Juan","Arte breve y provechoso de cuenta Castellana y Arithmetica, donde se muestran las cinco reglas de guarismo por la quenta castellana y reglas de memoria",Castilian,0,a costa de Miguel de Suelves en casa de Pedro Bernuz,,"Bibliographia physico-mathematica hispa_nica (1999), Ars Mercatoria (1991), Ausejo, E (2015) in A Delicate Balance: Global Perspectives on Innovation and Tradition in the History of Mathematics, USTC","Berkeley, CA (USA), Berkeley University Library Z43.A3 I3 1564 Lisboa (Pt), Biblioteca Nacional de Portugal RES 3951 12 P Lisboa (Pt), Biblioteca Nacional de Portugal F 44985 Madrid (Es), Biblioteca Nacional de España 5356(2) Montpellier (Fr), Médiathèque centrale d'agglomération Emile Zola V13159 Fonds Vallat New York, NY (USA), Hispanic Society Salamanca (Es), Biblioteca Universitaria Santiago (Cl), Biblioteca Nacional de Chile OCLC: 55267495 Wien (At), Österreichische Nationalbibliothek 74.G.102.(Adl) PS","Numeration, operations, calculations with money, actualization, proportions, business problems, currency exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Italy,,Anonymous,[Trattato d'aritmetica mercantile],Italian,1,,,Van Egmond (1980),"New York, Columbia University Library, Plimpton 220","Tables, operations, fractions, business problems, tariff for Lyon, Anvers, England, Spain, Valencia, Palermo, Neaples, Rome, Milan, Venice, Ancona, Genoa, Augsburg, Nurnberg, Ragusa (Dubrovnik)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Netherlands,Antwerp,"Mennher, Valentin","Practique pour brievement apprendre a ciffrer et tenir livres de comptes, avec la regle de Coss et geometrie",French,0,[Gillis Coppens van Diest],Two links:          https://books.google.be/books?id=cr5bAAAAQAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false          http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10187017_00001.html,"Robertson (2011), Ars Mercatoria (1991), Smith (1908), USTC, Bayerishce Staatsbibliothek","Amsterdam (Nl), Economisch-Historische Bibliotheek (on deposit at the International Institute of Social History) 8180 DK Amsterdam (Nl), Universiteitsbibliotheek Vrije Universiteit Oude Drukken 610 (1) Antwerpen (Be), Museum Plantin-Moretus A 3074 Antwerpen (Be), Museum Plantin-Moretus A 3589 Berkeley, CA (USA), Berkeley University Library Bancroft QA33 M35 UCB Bruxelles (Be), Bibliothèque royale/ Koninklijke Bibliotheek VB 4858 d A 1 Edinburgh (UK), National Library of Scotland Gent (Be), Centrale Bibliotheek van de Universiteit Gent Acc 12427 Göttingen (De), Niedersächsische Staats- und Universitätsbibliothek 8 MATH I, 5230 Jena (De), Universitätsbibliothek 8 Math I 8 Klagenfurt (At), Bischöfliche Gurker Mensalbibliothek 17 g 13 London (UK), British Library 1392.c.1.(1.) London (UK), British Library 530.a.17. Los Angeles, CA (USA), University of California Library New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1565 M52 (1) Paris (Fr), Bibliothèque de l'Ecole Nationale Supérieur des Beaux Arts Masson 1196 (1) Paris (Fr), Bibliothèque nationale de France V 19848 Wien (At), Österreichische Nationalbibliothek 72 M 11","First part: numeration, multiplication table, currencies, exchange rates, weights and measures. Operations with integers and fractions, rule of three, misc problems, profit and loss, interest rates, exchange (mentioning several different market centres), transfer of capital (capitalisation, 'pari'), voyages, companies, alloying, barter, false position, progression. Second part (dated 1564): bookkeeping (with examples of a libro giornale, a libro grande, a libro di cassa). Third part: algebra ('ou Coss): roots, operations with composite numbers, equations, misc. problems (material coming from the Arithmetique seconde). Fourth part: geometry (also here recycling materials from the previous work), with interesting measurement problems. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Spain,Barcelona,"Rocha, Antich","Arithmetica por Antich Rocha de Gerona compuesta, y de varios auctores recopilada",Castilian,0,Claudio Bornat,http://www.cervantesvirtual.com/obra/arithmetica-2/,"Schärlig (2010), Smith (1908), Bibliographia physico-mathematica hispánica (1999), USTCe","Berkeley, CA (USA), Berkeley University Library t QA33 .R6 Columbia, NY (USA), University Library OCLC: 16914392 Edinburgh (UK), National Library of Scotland ICAS.711 Huesca (Es), Biblioteca Pública del Estado B-21-3320 Huesca (Es), Biblioteca Pública del Estado B-33-5245 Lisboa (Pt), Biblioteca Nacional de Portugal S A 42536 P Madrid (Es), Biblioteca Nacional de España R-7437 Madrid (Es), Real Academia Española de la Lengua 23-XII-15 Maynooth (Ie), National University of Ireland, Maynooth and St Patrick's College Sc 17 50 (RUSSELL) New York, NY (USA), Hispanic Society Orihuela / Oriola (Es), Biblioteca Pública del Estado Fernando de Loazes 7671 Oxford (UK), Bodleian Library 8 p0 s R 7 Art. Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Vimbodí (Es), Abadía de Poblet 2-1-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Italy,Bologna,Anonymous,Abbacus notebooks (4),Italian,1,,,Van Egmond (1980),"Bologna, Biblioteca universitaria. Ms. 595 Miscell. N. 13, 15, 16, 18","The texts include various business problems, mercantile sayings and jargon, measurement problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Frankfurt am Main,"Henning, Nikolaus","Gerechnet Rechenbuechlein von aller handt fuernembsten gewerben und kauffmannis waren so mit dem stueck, centner, techer, dutzet, schock, zimmer auch im silberkauff den marcken loten und quinten nach verhandelt werden",German,0,haer. W. Rab & Sigmund Feyerabend,Two links:           http://digital.slub-dresden.de/werkansicht/dlf/8142/1/            http://daten.digitale-sammlungen.de/~db/0003/bsb00032768/images/,"Smith (1939), Ars Mercatoria (1991), USTC, Bayerische Staatsbibliothek","München (De), Bayerische Staatsbibliothek St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 4.2.1b.59 Wien (At), Österreichische Nationalbibliothek","After a preface, the work is entirely dedicated to arithmetical tables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Frankfurt am Main,"Jacob, Simon",Ein new und wolgegruendt rechenbuch auff den linien und ziffern,German,0,"Georg I Rab, in v. Sigmund Feyerabend & Simon Hüter",Three links:      http://daten.digitale-sammlungen.de/~db/0002/bsb00021909/images/index.html?id=00021909&groesser=&fip=xdsydewqsdasqrsxdsydyztsw&no=10&seite=1        http://reader.digitale-sammlungen.de/resolve/display/bsb10989774.html         http://www.e-rara.ch/doi/10.3931/e-rara-16334,"Smith (1908), Ars Mercatoria (1991), USTC, Bayerische Staatsbibliothek","München (De), Bayerische Staatsbibliothek New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1565 J15 Trier (De), Stadtbibliothek Wien (At), Österreichische Nationalbibliothek Wittenberg (De), Bibliothek der Evangelischen Predigerseminars Wolfenbüttel (De), Herzog August Bibliothek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Frankfurt am Main,"Jacob, Simon",Rechenbuch auff den linien und mit ziffern,German,0,Christian I Egenolff,,"Smith (1908), Ars Mercatoria (1991), USTC, Bayerische Staatsbibliothek","Gotha (De), Forschungsbibliothek Wien (At), Österreichische Nationalbibliothek","Numeration, operations, progressions, rule of three, fractions, operations with fractions, exchange, 'Juden rechnung', companies, Stich Rechnung, alloying, regula falsi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Frankfurt am Main,"Ries, Adam",Rechenbuch uff linien unnd ziphren in allerley handtierung geschefften und kauffmannschafft. Visier und wechselruten künstlich und gerecht zumachen auß dem quadrat durch die arithmetic und geometri,German,0,haer. Christian I Egenolff,,"Gebhardt (2017), Schärlig (2010), Ars Mercatoria (1991), USTC","New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1565 R4462, Amsterdam Economisch-Historische Bibliotheek 8840","Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Leipzig,"Gemma Frisius, Rainer (Regnier)","Arithmeticae practicae methodus facilis, per gemmam Frisium medicum ac mathematicum",Latin,0,Hans I Rambau,,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","Berlin (De), Staatsbibliothek Preußischer Kulturbesitz New York, NY (USA), Columbia University, Butler Library B511.01 G28 St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 4.2.1b.211","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Leipzig,"Ries, Adam",Rechnüng auff der linien und federn auff allerley handtierung. Auffs new durchlesen und zu recht bracht,German,0,Hans I Rambau,,"Gebhardt (2017), Schärlig (2010), USTC","Göttingen (De), Niedersächsische Staats- und Universitätsbibliothek","Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Germany,Nuremberg,"Kaltenbrunner, Jacob","Ein newgestellt künstlich Rechenbüchlein: darinnen alle yetztgebreuchige Kauffmans, auch andere Rechnungen, gantz klar vnd verstendtlich begriffen ; zu nutz allen seinen vnd einem jeden angehenden Schuler Rechens, gantz leichtlich zu lernen",German,0,"Heussler, Christoff",,Ars Mercatoria (1991),"London ICAEW, E 3039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,France,Paris,"Savonne, Pierre","L'arithmetique / L'arithmetiqve de Pierre Savonne, dict Talon, natif d'Auignon comté de Venisse",French,0,Nicolas du Chemin,,"Davis (1960), Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, BNF","London (UK), British Library 529 c 5 Torino (It), Biblioteca nazionale universitaria","Typical structure of an abacus manual: numeration, operations, fractions, operations with fractions, rule of three, exchange, proportions, profits and loss, companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,France,Paris,"Forcadel, Pierre",Arithmetique entiere et abregee,French,0,Charles Périer,Link at 2nd edition,"Smith (1908), Ars Mercatoria (1991), USTC, Davis (1960) BNF","Bordeaux (Fr), Bibliothèque municipale A 1936 Carcassonne (Fr), Bibliothèque municipale M2 D 604 2833 Glasgow (UK), University Library Mu 35-c 15 London (UK), British Library 1570/444 New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1565 F74 Paris (Fr), Bibliothèque Mazarine 15668 Paris (Fr), Bibliothèque nationale de France V 6073 (2) Providence, RI (USA), Brown University Library In Progress St Andrews (UK), University Library Typ FP B65 PF","Numeration, operations, fractions, rule of three, companies, alloying, roots, algebra, a little astronomy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Poland,Wroc_aw,"Nefe, Matthaeus",Arithmetica. Zwey newe rechenbuecher das erste auff der linien und federn darinn die gebreuchlichsten regeln mit gruendlichem unterricht erklert und darneben bey etzlicher rechnung den unrechten verstandt angezeigt und widerlegt wird,German,0,Crispin Scharffenberg,Two links:       http://digital.slub-dresden.de/werkansicht/dlf/1309/1/              http://reader.digitale-sammlungen.de/resolve/display/bsb10186786.html,"Smith (1939), Ars Mercatoria (1991), USTC","München (De), Bayerische Staatsbibliothek","Operations with the reckoning table, numeration, operations, progressions, rule of three, fractions, misc rules (centenarum, equalitatis, inventionis, tare, 'Fusty'), exchange, payments, 'regula Augmenty und Decramenty', 'Regula Residuy', profits and losses, land measurement, inverse rule of three, misc rules, companies, factores, alloying, regula falsi, several other misc rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Poland,Wroc_aw,"Seckerwitz, Johannes",Rechenbüchlein auff allerley hanthierung. Auffs new gebessert,German,0,Kryspin Szarfenberg / Crispin Scharffenberg,,"Gebhardt, R. (ed.) (1999), USTC",,"Multiplication, rule of three, fractions, properties and operations with fractions, misc. mercantile problems, barter, alloying, companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,Switzerland,Zürich,"Ries, Adam",Rechenbuch uff linien und zyffren in allerley handtierung geschaefften und kauffmannschafft. Visier und wechselruten künstlich und gerecht zumachen uß dem quadrat durch die arithmetic unnd geometri,German,0,Hans Jakob Geßner,,"Gebhardt (2017), Schärlig (2010), USTC","Freiburg/Breisgau (De), Universitätsbibliothek","Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Italy,,Paolo Megiorini,Il libro de mercantia,Italian,1,,,Van Egmond (1980),[unlocated: belonged to Boncompagni and was listed in his sale of 1898. The current location is unknown] Boncompagni 408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Netherlands,Antwerp,"Raets, Willem","Arithmetica. Die fundamenten seer gronelyck verclaert, ende met veel schoonder questien gheillustreert",Dutch,0,Gillis Coppens van Diest,,USTC,"Liège (Be), Bibliothèque publique centrale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,Germany,Frankfurt an der Oder,"Albert (Albrecht), Johannes",Rechenbuchlein auff der Feder und Linien,German,0,Johann Eichorn,,"Ars Mercatoria (1991), Schärlig (2010), Smith (1908), USTC",Uppsala UB,"Numeration, operations (with Arabic digits and reckoning table), rule of three, progressions (with interesting illustrations), fractions, very rich set of applications and business problems. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,England,London,Anonymous,"An introduction for to lerne to recken with the pen or with the counters accordynge to the trewe cast of algorysme, in hole nombers or in broken",English,0,"Iohn Awdley, dwelling in litle Britain streete without Aldersgate",,"Williams (2012), Ars Mercatoria (1991), USTC, ESTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900",San Marino Henry E. Huntington Library and Art Gallery 59175,"The first section is dedicated to Arabic numerals ('awgrym for the pen'). Numeration, operations, progressions, fractions, operations with fractions, multiplication tables, rule of three, measures, money/currencies, companies, profit and losses, exchange, 'shepherde and pastour'. The second section is dedicated to the counter abacus. Companies again, interest, barter, misc. problems, false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,England,London,"Recorde, Robert","The grounde of artes teachinge the worke and practise of arithmetike, both in whole numbres and fractions",English,0,Reyner Wolfe,http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=99842225&SEARCHCONFIG=config.cfg&ECCO=param(ECCO)&HIGHLIGHT_KEYWORD=param(HIGHLIGHT_KEYWORD),"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900",Folger Shakespeare Library,"First part: numeration, operations, denominate numbers, proportion, 'golden rule ' of three (backer rule of three/inverse proportion, double rule of three/compound proportion, composed of five numbers), companies. Second part: same general topics as the first part with fractions, together with alloying and rule of false.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
